Drug,Protein
DB05465,9606.ENSP00000394734
DB05465,9606.ENSP00000427552
DB12874,9606.ENSP00000262848
DB12874,9606.ENSP00000363313
DB12874,9606.ENSP00000380638
DB12874,9606.ENSP00000369162
DB12874,9606.ENSP00000283109
DB12874,9606.ENSP00000341874
DB12874,9606.ENSP00000259808
DB12874,9606.ENSP00000220751
DB12874,9606.ENSP00000332454
DB12874,9606.ENSP00000382697
DB12874,9606.ENSP00000357494
DB12874,9606.ENSP00000368884
DB12874,9606.ENSP00000225577
DB12874,9606.ENSP00000274643
DB12874,9606.ENSP00000483467
DB12874,9606.ENSP00000270162
DB12874,9606.ENSP00000305976
DB12874,9606.ENSP00000358770
DB12874,9606.ENSP00000499251
DB12874,9606.ENSP00000362680
DB12874,9606.ENSP00000217188
DB12874,9606.ENSP00000362931
DB12874,9606.ENSP00000379964
DB12874,9606.ENSP00000416750
DB12874,9606.ENSP00000295709
DB12874,9606.ENSP00000348278
DB12874,9606.ENSP00000364898
DB12874,9606.ENSP00000376317
DB12874,9606.ENSP00000329967
DB12874,9606.ENSP00000370912
DB12874,9606.ENSP00000338127
DB12874,9606.ENSP00000351905
DB12874,9606.ENSP00000369375
DB12874,9606.ENSP00000411099
DB12874,9606.ENSP00000316512
DB12874,9606.ENSP00000399511
DB12874,9606.ENSP00000459799
DB12874,9606.ENSP00000360689
DB12874,9606.ENSP00000375081
DB12874,9606.ENSP00000358813
DB12874,9606.ENSP00000264316
DB12874,9606.ENSP00000263798
DB12874,9606.ENSP00000400312
DB12874,9606.ENSP00000402084
DB12874,9606.ENSP00000380675
DB12874,9606.ENSP00000282908
DB12874,9606.ENSP00000298630
DB12874,9606.ENSP00000462468
DB12874,9606.ENSP00000325748
DB12874,9606.ENSP00000264972
DB12874,9606.ENSP00000261402
DB12874,9606.ENSP00000351908
DB12874,9606.ENSP00000350195
DB12874,9606.ENSP00000216911
DB12874,9606.ENSP00000302898
DB12874,9606.ENSP00000301178
DB12874,9606.ENSP00000334836
DB12874,9606.ENSP00000259089
DB12874,9606.ENSP00000361107
DB12874,9606.ENSP00000401907
DB12874,9606.ENSP00000363708
DB12874,9606.ENSP00000350224
DB12874,9606.ENSP00000442460
DB12874,9606.ENSP00000371614
DB12874,9606.ENSP00000483570
DB12874,9606.ENSP00000256460
DB12874,9606.ENSP00000478874
DB12874,9606.ENSP00000425824
DB12874,9606.ENSP00000282356
DB12874,9606.ENSP00000371188
DB12874,9606.ENSP00000483424
DB12874,9606.ENSP00000385751
DB12874,9606.ENSP00000262891
DB12874,9606.ENSP00000251472
DB12874,9606.ENSP00000302486
DB12874,9606.ENSP00000262948
DB12874,9606.ENSP00000345083
DB12874,9606.ENSP00000410402
DB12874,9606.ENSP00000468348
DB12874,9606.ENSP00000298048
DB12874,9606.ENSP00000295408
DB12874,9606.ENSP00000498083
DB05465,9606.ENSP00000343658
DB05465,9606.ENSP00000356070
DB05465,9606.ENSP00000449381
DB05465,9606.ENSP00000483424
DB05465,9606.ENSP00000385751
DB05465,9606.ENSP00000262891
DB05465,9606.ENSP00000251472
DB05465,9606.ENSP00000302486
DB05465,9606.ENSP00000262948
DB05465,9606.ENSP00000345083
DB05465,9606.ENSP00000410402
DB05465,9606.ENSP00000468348
DB05465,9606.ENSP00000298048
DB05465,9606.ENSP00000295408
DB05465,9606.ENSP00000498083
DB05465,9606.ENSP00000250896
DB05465,9606.ENSP00000451263
DB05465,9606.ENSP00000253055
DB05465,9606.ENSP00000309597
DB05465,9606.ENSP00000355731
DB05465,9606.ENSP00000355237
DB05465,9606.ENSP00000361892
DB05465,9606.ENSP00000429744
DB05465,9606.ENSP00000365730
DB05465,9606.ENSP00000377867
DB05465,9606.ENSP00000363571
DB05465,9606.ENSP00000365162
DB05465,9606.ENSP00000495965
DB05465,9606.ENSP00000229812
DB05465,9606.ENSP00000373684
DB05465,9606.ENSP00000424757
DB05465,9606.ENSP00000355966
DB05465,9606.ENSP00000347767
DB05465,9606.ENSP00000362702
DB05465,9606.ENSP00000356355
DB05465,9606.ENSP00000238616
DB05465,9606.ENSP00000420849
DB05465,9606.ENSP00000384625
DB05465,9606.ENSP00000311713
DB05465,9606.ENSP00000333685
DB05465,9606.ENSP00000211287
DB05465,9606.ENSP00000215659
DB05465,9606.ENSP00000278568
DB05465,9606.ENSP00000314067
DB05465,9606.ENSP00000353864
DB05465,9606.ENSP00000469413
DB05465,9606.ENSP00000453858
DB05465,9606.ENSP00000367686
DB05465,9606.ENSP00000261211
DB05465,9606.ENSP00000344220
DB05465,9606.ENSP00000369390
DB05465,9606.ENSP00000445440
DB05465,9606.ENSP00000455607
DB05465,9606.ENSP00000356155
DB05465,9606.ENSP00000445381
DB05465,9606.ENSP00000501150
DB05465,9606.ENSP00000366563
DB05465,9606.ENSP00000419260
DB05465,9606.ENSP00000357869
DB05465,9606.ENSP00000362608
DB05465,9606.ENSP00000353824
DB01268,9606.ENSP00000437550
DB01268,9606.ENSP00000372035
DB01268,9606.ENSP00000477713
DB01268,9606.ENSP00000324856
DB01268,9606.ENSP00000176763
DB00398,9606.ENSP00000176763
DB01268,9606.ENSP00000428924
DB01268,9606.ENSP00000265026
DB01268,9606.ENSP00000387246
DB01268,9606.ENSP00000354927
DB01268,9606.ENSP00000263881
DB01268,9606.ENSP00000343658
DB01268,9606.ENSP00000385751
DB01268,9606.ENSP00000251472
DB01268,9606.ENSP00000302486
DB01268,9606.ENSP00000262948
DB01268,9606.ENSP00000298048
DB01268,9606.ENSP00000295408
DB00398,9606.ENSP00000498083
DB00398,9606.ENSP00000250896
DB01268,9606.ENSP00000361892
DB01268,9606.ENSP00000429744
DB01268,9606.ENSP00000365730
DB01268,9606.ENSP00000377867
DB00398,9606.ENSP00000363571
DB01268,9606.ENSP00000363571
DB01268,9606.ENSP00000365162
DB01268,9606.ENSP00000229812
DB01268,9606.ENSP00000420849
DB00398,9606.ENSP00000384625
DB01268,9606.ENSP00000311713
DB00398,9606.ENSP00000333685
DB01268,9606.ENSP00000353864
DB01268,9606.ENSP00000367686
DB01268,9606.ENSP00000276052
DB00398,9606.ENSP00000257290
DB00398,9606.ENSP00000261799
DB01268,9606.ENSP00000369390
DB01268,9606.ENSP00000482548
DB01268,9606.ENSP00000343325
DB01268,9606.ENSP00000270861
DB01268,9606.ENSP00000390535
DB01268,9606.ENSP00000368356
DB01268,9606.ENSP00000233057
DB01268,9606.ENSP00000363313
DB01268,9606.ENSP00000380638
DB00398,9606.ENSP00000347942
DB01268,9606.ENSP00000369162
DB01268,9606.ENSP00000283109
DB01268,9606.ENSP00000259808
DB01268,9606.ENSP00000382697
DB00398,9606.ENSP00000405004
DB00398,9606.ENSP00000442656
DB00398,9606.ENSP00000241416
DB00398,9606.ENSP00000340361
DB00398,9606.ENSP00000373574
DB00398,9606.ENSP00000355741
DB00398,9606.ENSP00000315118
DB00398,9606.ENSP00000451828
DB00398,9606.ENSP00000375892
DB00398,9606.ENSP00000500582
DB00398,9606.ENSP00000346148
DB00398,9606.ENSP00000360290
DB00398,9606.ENSP00000306678
DB00398,9606.ENSP00000261402
DB00398,9606.ENSP00000351908
DB00398,9606.ENSP00000350195
DB00398,9606.ENSP00000216911
DB00398,9606.ENSP00000334836
DB00398,9606.ENSP00000259089
DB00398,9606.ENSP00000361107
DB00398,9606.ENSP00000401907
DB00398,9606.ENSP00000363708
DB00398,9606.ENSP00000350224
DB00398,9606.ENSP00000442460
DB00398,9606.ENSP00000371614
DB00398,9606.ENSP00000483570
DB00398,9606.ENSP00000256460
DB00398,9606.ENSP00000478874
DB12874,9606.ENSP00000266970
DB12874,9606.ENSP00000410561
DB12874,9606.ENSP00000419782
DB12874,9606.ENSP00000256443
DB12874,9606.ENSP00000362361
DB12874,9606.ENSP00000306340
DB12874,9606.ENSP00000265334
DB12874,9606.ENSP00000369325
DB12874,9606.ENSP00000372023
DB12874,9606.ENSP00000376306
DB12874,9606.ENSP00000394734
DB12874,9606.ENSP00000357345
DB12874,9606.ENSP00000378505
DB12874,9606.ENSP00000316948
DB12874,9606.ENSP00000220003
DB12874,9606.ENSP00000261798
DB12874,9606.ENSP00000381531
DB12874,9606.ENSP00000380044
DB12874,9606.ENSP00000475724
DB12874,9606.ENSP00000255641
DB12874,9606.ENSP00000353904
DB12874,9606.ENSP00000217244
DB12874,9606.ENSP00000262506
DB12874,9606.ENSP00000378485
DB12874,9606.ENSP00000484390
DB12874,9606.ENSP00000442973
DB12874,9606.ENSP00000353846
DB12874,9606.ENSP00000394484
DB12874,9606.ENSP00000340292
DB12874,9606.ENSP00000263955
DB12874,9606.ENSP00000340373
DB12874,9606.ENSP00000469863
DB12874,9606.ENSP00000342105
DB12874,9606.ENSP00000351209
DB12874,9606.ENSP00000337451
DB12874,9606.ENSP00000281821
DB12874,9606.ENSP00000480763
DB12874,9606.ENSP00000166244
DB12874,9606.ENSP00000381097
DB12874,9606.ENSP00000383053
DB12874,9606.ENSP00000332118
DB12874,9606.ENSP00000350896
DB12874,9606.ENSP00000269571
DB12874,9606.ENSP00000267101
DB12874,9606.ENSP00000342235
DB12874,9606.ENSP00000263025
DB12874,9606.ENSP00000215832
DB12874,9606.ENSP00000261845
DB12874,9606.ENSP00000383234
DB12874,9606.ENSP00000311005
DB12874,9606.ENSP00000401445
DB12874,9606.ENSP00000341189
DB12874,9606.ENSP00000281092
DB12874,9606.ENSP00000331504
DB12874,9606.ENSP00000393312
DB12874,9606.ENSP00000410294
DB12874,9606.ENSP00000292408
DB12874,9606.ENSP00000363117
DB12874,9606.ENSP00000346671
DB12874,9606.ENSP00000314499
DB12874,9606.ENSP00000334876
DB12874,9606.ENSP00000381129
DB12874,9606.ENSP00000264952
DB12874,9606.ENSP00000222330
DB12874,9606.ENSP00000324806
DB12874,9606.ENSP00000365012
DB12874,9606.ENSP00000407442
DB12874,9606.ENSP00000385571
DB12874,9606.ENSP00000304226
DB12874,9606.ENSP00000465039
DB12874,9606.ENSP00000349458
DB12874,9606.ENSP00000497069
DB12874,9606.ENSP00000430684
DB12874,9606.ENSP00000464030
DB12874,9606.ENSP00000357178
DB12874,9606.ENSP00000358997
DB12874,9606.ENSP00000398655
DB12874,9606.ENSP00000371067
DB12874,9606.ENSP00000432511
DB12874,9606.ENSP00000378974
DB12874,9606.ENSP00000394560
DB12874,9606.ENSP00000437550
DB12874,9606.ENSP00000372035
DB12874,9606.ENSP00000477713
DB12874,9606.ENSP00000336740
DB12874,9606.ENSP00000339916
DB12874,9606.ENSP00000324856
DB12874,9606.ENSP00000263800
DB12874,9606.ENSP00000428924
DB12874,9606.ENSP00000265026
DB12874,9606.ENSP00000345629
DB12874,9606.ENSP00000387246
DB12874,9606.ENSP00000354927
DB12874,9606.ENSP00000294066
DB05465,9606.ENSP00000282908
DB05465,9606.ENSP00000298630
DB05465,9606.ENSP00000462468
DB05465,9606.ENSP00000325748
DB05465,9606.ENSP00000376647
DB05465,9606.ENSP00000264972
DB12874,9606.ENSP00000263881
DB12874,9606.ENSP00000356070
DB12874,9606.ENSP00000449381
DB01268,9606.ENSP00000334876
DB01268,9606.ENSP00000381129
DB01268,9606.ENSP00000264952
DB01268,9606.ENSP00000365012
DB01268,9606.ENSP00000385571
DB01268,9606.ENSP00000304226
DB00398,9606.ENSP00000304226
DB01268,9606.ENSP00000291823
DB01268,9606.ENSP00000465039
DB01268,9606.ENSP00000349458
DB01268,9606.ENSP00000464030
DB01268,9606.ENSP00000357178
DB01268,9606.ENSP00000358997
DB01268,9606.ENSP00000398655
DB01268,9606.ENSP00000371067
DB01268,9606.ENSP00000435412
DB01268,9606.ENSP00000225577
DB01268,9606.ENSP00000274643
DB01268,9606.ENSP00000305976
DB01268,9606.ENSP00000358770
DB01268,9606.ENSP00000499251
DB01268,9606.ENSP00000362931
DB01268,9606.ENSP00000379964
DB01268,9606.ENSP00000416750
DB01268,9606.ENSP00000348278
DB01268,9606.ENSP00000358335
DB00398,9606.ENSP00000358335
DB00398,9606.ENSP00000261716
DB01268,9606.ENSP00000261716
DB01268,9606.ENSP00000376317
DB01268,9606.ENSP00000329967
DB00398,9606.ENSP00000361554
DB01268,9606.ENSP00000411099
DB01268,9606.ENSP00000316512
DB01268,9606.ENSP00000399511
DB01268,9606.ENSP00000459799
DB01268,9606.ENSP00000431418
DB01268,9606.ENSP00000277120
DB00398,9606.ENSP00000354207
DB01268,9606.ENSP00000358813
DB05465,9606.ENSP00000357883
DB05465,9606.ENSP00000482548
DB05465,9606.ENSP00000359719
DB05465,9606.ENSP00000262300
DB05465,9606.ENSP00000343325
DB05465,9606.ENSP00000359552
DB05465,9606.ENSP00000300093
DB05465,9606.ENSP00000274289
DB05465,9606.ENSP00000361275
DB05465,9606.ENSP00000270861
DB05465,9606.ENSP00000331602
DB05465,9606.ENSP00000306124
DB05465,9606.ENSP00000263125
DB05465,9606.ENSP00000390535
DB05465,9606.ENSP00000368356
DB05465,9606.ENSP00000264399
DB05465,9606.ENSP00000233057
DB05465,9606.ENSP00000262848
DB05465,9606.ENSP00000363313
DB05465,9606.ENSP00000380638
DB05465,9606.ENSP00000369162
DB05465,9606.ENSP00000283109
DB05465,9606.ENSP00000341874
DB05465,9606.ENSP00000259808
DB05465,9606.ENSP00000220751
DB05465,9606.ENSP00000332454
DB05465,9606.ENSP00000382697
DB05465,9606.ENSP00000357494
DB05465,9606.ENSP00000368884
DB05465,9606.ENSP00000225577
DB05465,9606.ENSP00000274643
DB05465,9606.ENSP00000483467
DB05465,9606.ENSP00000270162
DB05465,9606.ENSP00000305976
DB05465,9606.ENSP00000358770
DB05465,9606.ENSP00000499251
DB05465,9606.ENSP00000362680
DB05465,9606.ENSP00000217188
DB05465,9606.ENSP00000362931
DB05465,9606.ENSP00000379964
DB05465,9606.ENSP00000416750
DB05465,9606.ENSP00000295709
DB05465,9606.ENSP00000348278
DB05465,9606.ENSP00000364898
DB01268,9606.ENSP00000263798
DB01268,9606.ENSP00000400312
DB00398,9606.ENSP00000263923
DB01268,9606.ENSP00000462468
DB01268,9606.ENSP00000325748
DB12874,9606.ENSP00000286301
DB12874,9606.ENSP00000427552
DB12874,9606.ENSP00000356899
DB12874,9606.ENSP00000481994
DB12874,9606.ENSP00000282397
DB12874,9606.ENSP00000476145
DB12874,9606.ENSP00000291823
DB05465,9606.ENSP00000427562
DB05465,9606.ENSP00000442656
DB05465,9606.ENSP00000241416
DB05465,9606.ENSP00000340361
DB05465,9606.ENSP00000373574
DB05465,9606.ENSP00000355741
DB05465,9606.ENSP00000315118
DB05465,9606.ENSP00000451828
DB05465,9606.ENSP00000375892
DB05465,9606.ENSP00000500582
DB05465,9606.ENSP00000346148
DB05465,9606.ENSP00000360290
DB05465,9606.ENSP00000306678
DB05465,9606.ENSP00000261402
DB05465,9606.ENSP00000351908
DB05465,9606.ENSP00000350195
DB05465,9606.ENSP00000216911
DB05465,9606.ENSP00000301178
DB05465,9606.ENSP00000334836
DB05465,9606.ENSP00000259089
DB05465,9606.ENSP00000361107
DB05465,9606.ENSP00000401907
DB05465,9606.ENSP00000363708
DB05465,9606.ENSP00000350224
DB05465,9606.ENSP00000442460
DB05465,9606.ENSP00000371614
DB05465,9606.ENSP00000483570
DB05465,9606.ENSP00000256460
DB05465,9606.ENSP00000358335
DB05465,9606.ENSP00000376317
DB05465,9606.ENSP00000329967
DB05465,9606.ENSP00000370912
DB05465,9606.ENSP00000338127
DB05465,9606.ENSP00000351905
DB05465,9606.ENSP00000361554
DB05465,9606.ENSP00000369375
DB05465,9606.ENSP00000411099
DB05465,9606.ENSP00000316512
DB05465,9606.ENSP00000399511
DB05465,9606.ENSP00000459799
DB05465,9606.ENSP00000360689
DB05465,9606.ENSP00000375081
DB05465,9606.ENSP00000358813
DB05465,9606.ENSP00000264316
DB05465,9606.ENSP00000263798
DB05465,9606.ENSP00000400312
DB05465,9606.ENSP00000263923
DB05465,9606.ENSP00000402084
DB05465,9606.ENSP00000380675
DB05465,9606.ENSP00000354927
DB05465,9606.ENSP00000294066
DB05465,9606.ENSP00000263881
DB00398,9606.ENSP00000378974
DB00398,9606.ENSP00000394560
DB00398,9606.ENSP00000437550
DB00398,9606.ENSP00000372035
DB00398,9606.ENSP00000339916
DB00398,9606.ENSP00000324856
DB00398,9606.ENSP00000263800
DB00398,9606.ENSP00000265026
DB00398,9606.ENSP00000346484
DB00398,9606.ENSP00000345629
DB00398,9606.ENSP00000387246
DB00398,9606.ENSP00000354927
DB00398,9606.ENSP00000294066
DB00398,9606.ENSP00000263881
DB00398,9606.ENSP00000356070
DB00398,9606.ENSP00000449381
DB00398,9606.ENSP00000483424
DB00398,9606.ENSP00000385751
DB00398,9606.ENSP00000262891
DB00398,9606.ENSP00000251472
DB00398,9606.ENSP00000302486
DB00398,9606.ENSP00000262948
DB00398,9606.ENSP00000345083
DB00398,9606.ENSP00000410402
DB00398,9606.ENSP00000468348
DB00398,9606.ENSP00000298048
DB00398,9606.ENSP00000451263
DB00398,9606.ENSP00000253055
DB00398,9606.ENSP00000309597
DB00398,9606.ENSP00000355731
DB00398,9606.ENSP00000355237
DB00398,9606.ENSP00000361892
DB00398,9606.ENSP00000429744
DB00398,9606.ENSP00000365730
DB00398,9606.ENSP00000377867
DB00398,9606.ENSP00000365162
DB00398,9606.ENSP00000495965
DB00398,9606.ENSP00000229812
DB00398,9606.ENSP00000373684
DB00398,9606.ENSP00000424757
DB00398,9606.ENSP00000355966
DB00398,9606.ENSP00000347767
DB00398,9606.ENSP00000362702
DB00398,9606.ENSP00000356355
DB00398,9606.ENSP00000238616
DB00398,9606.ENSP00000420849
DB00398,9606.ENSP00000311713
DB00398,9606.ENSP00000278568
DB00398,9606.ENSP00000314067
DB00398,9606.ENSP00000353864
DB00398,9606.ENSP00000469413
DB00398,9606.ENSP00000453858
DB00398,9606.ENSP00000367686
DB00398,9606.ENSP00000276052
DB00398,9606.ENSP00000344220
DB00398,9606.ENSP00000445440
DB00398,9606.ENSP00000455607
DB00398,9606.ENSP00000356155
DB00398,9606.ENSP00000445381
DB00398,9606.ENSP00000501150
DB00398,9606.ENSP00000366563
DB00398,9606.ENSP00000419260
DB00398,9606.ENSP00000357869
DB00398,9606.ENSP00000362608
DB00398,9606.ENSP00000353824
DB00398,9606.ENSP00000357883
DB00398,9606.ENSP00000482548
DB00398,9606.ENSP00000359719
DB00398,9606.ENSP00000262300
DB00398,9606.ENSP00000343325
DB00398,9606.ENSP00000359552
DB00398,9606.ENSP00000300093
DB00398,9606.ENSP00000274289
DB00398,9606.ENSP00000361275
DB00398,9606.ENSP00000331602
DB00398,9606.ENSP00000306124
DB00398,9606.ENSP00000263125
DB00398,9606.ENSP00000390535
DB00398,9606.ENSP00000368356
DB00398,9606.ENSP00000264399
DB00398,9606.ENSP00000233057
DB00398,9606.ENSP00000262848
DB00398,9606.ENSP00000363313
DB00398,9606.ENSP00000380638
DB00398,9606.ENSP00000369162
DB00398,9606.ENSP00000283109
DB00398,9606.ENSP00000341874
DB00398,9606.ENSP00000259808
DB00398,9606.ENSP00000332454
DB00398,9606.ENSP00000382697
DB00398,9606.ENSP00000357494
DB00398,9606.ENSP00000368884
DB00398,9606.ENSP00000225577
DB00398,9606.ENSP00000274643
DB00398,9606.ENSP00000483467
DB00398,9606.ENSP00000270162
DB00398,9606.ENSP00000305976
DB01268,9606.ENSP00000376647
DB00398,9606.ENSP00000376647
DB01268,9606.ENSP00000427562
DB00398,9606.ENSP00000427562
DB01268,9606.ENSP00000375892
DB01268,9606.ENSP00000371614
DB01268,9606.ENSP00000256460
DB01268,9606.ENSP00000442656
DB01268,9606.ENSP00000241416
DB01268,9606.ENSP00000340361
DB01268,9606.ENSP00000373574
DB01268,9606.ENSP00000355741
DB01268,9606.ENSP00000315118
DB01268,9606.ENSP00000451828
DB01268,9606.ENSP00000500582
DB01268,9606.ENSP00000351908
DB01268,9606.ENSP00000350195
DB01268,9606.ENSP00000361107
DB01268,9606.ENSP00000401907
DB01268,9606.ENSP00000350224
DB01268,9606.ENSP00000442460
DB01268,9606.ENSP00000483570
DB01268,9606.ENSP00000266970
DB01268,9606.ENSP00000410561
DB01268,9606.ENSP00000419782
DB01268,9606.ENSP00000362361
DB01268,9606.ENSP00000265334
DB01268,9606.ENSP00000369325
DB01268,9606.ENSP00000378505
DB01268,9606.ENSP00000220003
DB01268,9606.ENSP00000378485
DB01268,9606.ENSP00000356899
DB01268,9606.ENSP00000340373
DB01268,9606.ENSP00000342105
DB01268,9606.ENSP00000351209
DB01268,9606.ENSP00000281821
DB01268,9606.ENSP00000480763
DB01268,9606.ENSP00000166244
DB01268,9606.ENSP00000383053
DB01268,9606.ENSP00000332118
DB01268,9606.ENSP00000350896
DB05465,9606.ENSP00000371188
DB05465,9606.ENSP00000266970
DB05465,9606.ENSP00000410561
DB05465,9606.ENSP00000419782
DB05465,9606.ENSP00000256443
DB05465,9606.ENSP00000362361
DB05465,9606.ENSP00000265334
DB05465,9606.ENSP00000369325
DB05465,9606.ENSP00000372023
DB05465,9606.ENSP00000376306
DB05465,9606.ENSP00000357345
DB05465,9606.ENSP00000378505
DB05465,9606.ENSP00000220003
DB05465,9606.ENSP00000261798
DB05465,9606.ENSP00000381531
DB05465,9606.ENSP00000380044
DB05465,9606.ENSP00000475724
DB05465,9606.ENSP00000255641
DB05465,9606.ENSP00000353904
DB05465,9606.ENSP00000217244
DB05465,9606.ENSP00000262506
DB05465,9606.ENSP00000378485
DB05465,9606.ENSP00000484390
DB05465,9606.ENSP00000442973
DB05465,9606.ENSP00000353846
DB05465,9606.ENSP00000394484
DB05465,9606.ENSP00000356899
DB05465,9606.ENSP00000340292
DB05465,9606.ENSP00000263955
DB05465,9606.ENSP00000340373
DB05465,9606.ENSP00000469863
DB05465,9606.ENSP00000342105
DB05465,9606.ENSP00000351209
DB05465,9606.ENSP00000337451
DB05465,9606.ENSP00000281821
DB05465,9606.ENSP00000480763
DB05465,9606.ENSP00000166244
DB05465,9606.ENSP00000381097
DB05465,9606.ENSP00000383053
DB05465,9606.ENSP00000332118
DB05465,9606.ENSP00000350896
DB05465,9606.ENSP00000269571
DB05465,9606.ENSP00000267101
DB05465,9606.ENSP00000342235
DB05465,9606.ENSP00000263025
DB05465,9606.ENSP00000215832
DB05465,9606.ENSP00000261845
DB05465,9606.ENSP00000383234
DB05465,9606.ENSP00000311005
DB05465,9606.ENSP00000401445
DB05465,9606.ENSP00000341189
DB05465,9606.ENSP00000281092
DB05465,9606.ENSP00000331504
DB05465,9606.ENSP00000393312
DB05465,9606.ENSP00000410294
DB05465,9606.ENSP00000292408
DB05465,9606.ENSP00000363117
DB05465,9606.ENSP00000476145
DB05465,9606.ENSP00000346671
DB05465,9606.ENSP00000314499
DB05465,9606.ENSP00000334876
DB05465,9606.ENSP00000381129
DB05465,9606.ENSP00000264952
DB05465,9606.ENSP00000222330
